GroupID,ParticipantID,AgeGroup,SexAtBirth,GenderIdentity,Ethnicity,Education,WorkStatus,District,Religion,Extraversion,Agreeableness,Conscientiousness,EmotionalStability,Openness,CR_Item_1,CR_Item_2,CR_Item_3,CR_Item_4,CR_Item_5,CR_Item_6,CR_Item_7,CR_Item_8,CR_Item_9,CR_Item_10
14,G14_P9,65+,Vrouw,Vrouw,Surinaams,Havo/Vwo,Fulltime,Zuid,Hindoeïsme,4,1,6,1,1,5,1,3,4,1,4,3,4,5,5
14,G14_P10,45-54,Man,Trans man,Nederlands,HBO,Zorg,Centrum,Jodendom,6,1,6,4,3,1,4,3,4,4,2,1,5,1,5
15,G15_P1,45-54,Man,Non-binair,Marokkaans,Geen,Student,Centrum,Hindoeïsme,4,5,6,5,3,3,1,2,1,5,4,4,1,3,2
15,G15_P2,65+,Vrouw,Non-binair,Aziatisch,Havo/Vwo,Gepensioneerd,Zuidoost,Agnostisch,7,1,1,7,6,4,4,4,4,5,3,4,2,2,3
15,G15_P3,65+,Vrouw,Vrouw,Turks,Geen,Student,Zuid,Geen religie,3,6,3,5,4,2,3,3,4,2,1,1,5,5,1
15,G15_P4,18-24,Vrouw,Anders,Antilliaans,Geen,Vrijwilliger,Centrum,Geen religie,6,6,1,1,5,3,4,4,1,2,5,5,1,2,3
15,G15_P5,18-24,Vrouw,Non-binair,Overig,Havo/Vwo,Zorg,Zuidoost,Agnostisch,4,5,5,5,4,1,5,3,3,3,5,5,1,4,3
15,G15_P6,55-64,Man,Non-binair,Antilliaans,Vmbo,Gezondheid,Zuid,Islam,6,1,7,4,2,5,1,3,5,1,4,2,2,2,4
15,G15_P7,55-64,Man,Trans vrouw,Antilliaans,Mbo,Fulltime,Centrum,Hindoeïsme,5,2,6,2,3,2,3,1,2,5,1,2,2,3,3
15,G15_P8,65+,Man,Trans vrouw,Surinaams,Havo/Vwo,Gepensioneerd,Noord,Jodendom,1,7,5,7,2,5,2,5,3,2,1,1,4,3,3
15,G15_P9,55-64,Man,Man,Antilliaans,Geen,Gezondheid,Centrum,Geen religie,6,4,4,2,3,4,5,3,2,4,3,5,1,5,2
15,G15_P10,35-44,Vrouw,Man,Marokkaans,Havo/Vwo,Werkloos,West,Jodendom,1,7,4,3,5,1,4,4,1,2,4,5,4,5,1
16,G16_P1,35-44,Man,Anders,Turks,HBO,Werkloos,West,Hindoeïsme,5,4,2,3,6,4,1,4,1,5,2,5,3,3,3
16,G16_P2,65+,Vrouw,Trans man,Surinaams,Vmbo,Zorg,West,Geen religie,5,3,7,6,4,3,5,5,2,5,2,5,5,2,4
16,G16_P3,25-34,Vrouw,Man,Turks,HBO,Student,Nieuw-West,Agnostisch,5,6,5,3,7,4,1,5,4,5,5,1,1,5,2
16,G16_P4,35-44,Man,Vrouw,Surinaams,HBO,Zorg,West,Christendom,3,5,7,2,3,5,4,5,4,3,4,3,1,4,5
16,G16_P5,45-54,Man,Man,Marokkaans,Havo/Vwo,Gepensioneerd,West,Geen religie,6,3,7,3,5,1,2,3,5,5,4,5,1,5,4
16,G16_P6,25-34,Vrouw,Non-binair,Marokkaans,Mbo,Vrijwilliger,Oost,Geen religie,3,2,4,4,4,3,4,5,1,4,1,2,4,1,3
16,G16_P7,65+,Vrouw,Vrouw,Overig,Mbo,Vrijwilliger,Nieuw-West,Christendom,4,3,7,7,7,3,3,1,3,2,1,3,5,3,2
16,G16_P8,45-54,Vrouw,Trans man,Overig,Geen,Werkloos,Zuid,Boeddhisme,7,7,2,6,5,1,1,1,1,3,3,3,5,5,5
16,G16_P9,65+,Vrouw,Anders,Marokkaans,Vmbo,Parttime,Noord,Boeddhisme,7,6,7,3,1,4,2,1,3,1,3,3,2,2,1
16,G16_P10,45-54,Vrouw,Man,Aziatisch,HBO,Student,Oost,Hindoeïsme,3,6,4,5,5,1,1,4,3,2,1,2,4,3,3
17,G17_P1,25-34,Man,Anders,Turks,Mbo,Parttime,West,Islam,6,5,5,5,3,5,4,2,3,3,5,5,1,1,1
17,G17_P2,55-64,Man,Man,Antilliaans,Universiteit,Gezondheid,Centrum,Agnostisch,7,6,6,7,4,2,2,4,4,4,2,2,4,4,5
17,G17_P3,55-64,Vrouw,Vrouw,Antilliaans,Mbo,Gezondheid,Zuidoost,Geen religie,5,2,2,6,6,2,2,2,3,1,4,1,1,1,2
17,G17_P4,18-24,Man,Vrouw,Marokkaans,Geen,Vrijwilliger,Oost,Hindoeïsme,2,4,4,4,2,1,5,4,3,1,1,3,3,1,3
17,G17_P5,35-44,Man,Man,Marokkaans,Universiteit,Werkloos,Zuid,Jodendom,7,7,5,5,3,5,1,2,2,5,1,4,3,1,2
17,G17_P6,55-64,Man,Trans vrouw,Aziatisch,Havo/Vwo,Fulltime,Zuid,Agnostisch,5,6,7,4,1,1,1,5,4,3,3,4,5,2,1
17,G17_P7,35-44,Man,Vrouw,Turks,Universiteit,Zorg,Zuid,Christendom,6,3,6,6,1,4,1,5,2,5,5,4,2,1,1
17,G17_P8,45-54,Vrouw,Non-binair,Nederlands,HBO,Parttime,Centrum,Agnostisch,5,4,3,3,5,4,2,3,4,4,4,5,4,1,4
17,G17_P9,18-24,Vrouw,Anders,Overig,Vmbo,Student,Zuid,Agnostisch,3,7,6,1,4,5,2,5,5,2,1,4,2,3,1
