"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","nwspol","netusoft","netustm","ppltrst","pplfair","pplhlp","polintr","psppsgva","actrolga","psppipla","cptppola","trstprl","trstlgl","trstplc","trstplt","trstprt","trstep","trstun","vote","prtvtcat","prtvtdbe","prtvtdbg","prtvtgch","prtvtbcy","prtvtecz","prtvede1","prtvede2","prtvtddk","prtvtgee","prtvtees","prtvtdfi","prtvtdfr","prtvtcgb","prtvtahr","prtvtfhu","prtvtcie","prtvtcis","prtvtcit","prtvblt1","prtvblt2","prtvblt3","prtvtalv","prtvtme","prtvtgnl","prtvtbno","prtvtdpl","prtvtcpt","prtvtrs","prtvtcse","prtvtfsi","prtvtdsk","contplt","wrkprty","wrkorg","badge","sgnptit","pbldmn","bctprd","pstplonl","clsprty","prtcldat","prtcldbe","prtcldbg","prtclgch","prtclbcy","prtclecz","prtclede","prtclddk","prtclgee","prtclfes","prtclefi","prtclffr","prtclcgb","prtclahr","prtclghu","prtcleie","prtclcis","prtcldit","prtclblt","prtclalv","prtclme","prtclfnl","prtclbno","prtclhpl","prtclept","prtclrs","prtclcse","prtclfsi","prtcldsk","prtdgcl","lrscale","stflife","stfeco","stfgov","stfdem","stfedu","stfhlth","gincdif","freehms","hmsfmlsh","hmsacld","euftf","imsmetn","imdfetn","impcntr","imbgeco","imueclt","imwbcnt","happy","sclmeet","inprdsc","sclact","crmvct","aesfdrk","health","hlthhmp","atchctr","atcherp","rlgblg","rlgdnm","rlgdnbat","rlgdnbe","rlgdnach","rlgdncy","rlgdnade","rlgdnafi","rlgdngb","rlgdnhu","rlgdnie","rlgdnais","rlgdnlt","rlgdnlv","rlgdme","rlgdnnl","rlgdnno","rlgdnapl","rlgdnrs","rlgdnase","rlgdnask","rlgblge","rlgdnme","rlgdebat","rlgdebe","rlgdeach","rlgdecy","rlgdeade","rlgdeafi","rlgdegb","rlgdehu","rlgdeie","rlgdeais","rlgdelt","rlgdelv","rlgdeme","rlgdenl","rlgdeno","rlgdeapl","rlgders","rlgdease","rlgdeask","rlgdgr","rlgatnd","pray","dscrgrp","dscrrce","dscrntn","dscrrlg","dscrlng","dscretn","dscrage","dscrgnd","dscrsex","dscrdsb","dscroth","dscrdk","dscrref","dscrnap","dscrna","ctzcntr","ctzshipd","brncntr","cntbrthd","livecnta","lnghom1","lnghom2","blgetmg","facntr","fbrncntc","mocntr","mbrncntc","admdw","vteurmmb","vteumbgb","vteubcmb","evpdemp","pdempyr","lvpntyr","evlvptn","lvptnyr","evmar","maryr","bthcld","nbthcld","fcldbrn","ycldbyr","ngchld","ygcdbyr","ggchld","admge","ageadlt","agemage","ageoage","iaglptn","iagmr","iagpnt","iagrtr","tygledu","tyglvp","tygmr","tygpnt","tygrtr","tolvpnt","tochld","towkht","anvcld","alvgptn","acldnmr","aftjbyc","advcyc","plnftr","hhmmb","gndr","gndr2","gndr3","gndr4","gndr5","gndr6","gndr7","gndr8","gndr9","gndr10","gndr11","gndr12","gndr13","gndr14","gndr15","yrbrn","agea","yrbrn2","yrbrn3","yrbrn4","yrbrn5","yrbrn6","yrbrn7","yrbrn8","yrbrn9","yrbrn10","yrbrn11","yrbrn12","yrbrn13","yrbrn14","yrbrn15","rshipa2","rshipa3","rshipa4","rshipa5","rshipa6","rshipa7","rshipa8","rshipa9","rshipa10","rshipa11","rshipa12","rshipa13","rshipa14","rshipa15","rshpsts","rshpsgb","lvgptnea","dvrcdeva","marsts","marstgb","maritalb","chldhhe","domicil","eisced","edulvlb","edlveat","edlvebe","edlvebg","edlvdch","edlvgcy","edlvdcz","edubde1","eduade2","eduade3","edlvddk","edlvdee","edlvges","edlvdfi","edlvdfr","educgb1","edubgb2","edagegb","edlvehr","edlvdhu","edlvdie","edlvdis","edlveit","edlvdlt","edlvdlv","edlvdme","edlvenl","edlvdno","edlvgpl","edlvdpt","edlvdrs","edlvdse","edlvesi","edlvdsk","eduyrs","pdwrk","edctn","uempla","uempli","dsbld","rtrd","cmsrv","hswrk","dngoth","dngref","dngdk","dngna","mainact","mnactic","crpdwk","pdjobev","pdjobyr","emplrel","emplno","wrkctra","estsz","jbspv","njbspv","wkdcorga","iorgact","wkhct","icwhct","wkhtot","nacer2","tporgwk","isco08","wrkac6m","uemp3m","uemp12m","uemp5yr","mbtru","hincsrca","hinctnta","hincfel","iincsrc","eiscedp","edulvlpb","edlvpeat","edlvpebe","edlvpebg","edlvpdch","edlvpgcy","edlvpdcz","edupbde1","edupade2","edupade3","edlvpddk","edlvpdee","edlvpfes","edlvpdfi","edlvpdfr","edupcgb1","edupbgb2","edagepgb","edlvpehr","edlvpdhu","edlvpdie","edlvpdis","edlvpeit","edlvpdlt","edlvpdlv","edlvpdme","edlvpenl","edlvpdno","edlvpfpl","edlvpdpt","edlvpdrs","edlvpdse","edlvpesi","edlvpdsk","pdwrkp","edctnp","uemplap","uemplip","dsbldp","rtrdp","cmsrvp","hswrkp","dngothp","dngdkp","dngnapp","dngrefp","dngnap","mnactp","crpdwkp","isco08p","emprelp","wkhtotp","eiscedf","edulvlfb","edlvfeat","edlvfebe","edlvfebg","edlvfdch","edlvfgcy","edlvfdcz","edufbde1","edufade2","edufade3","edlvfddk","edlvfdee","edlvffes","edlvfdfi","edlvfdfr","edufcgb1","edufbgb2","edagefgb","edlvfehr","edlvfdhu","edlvfdie","edlvfdis","edlvfeit","edlvfdlt","edlvfdlv","edlvfdme","edlvfenl","edlvfdno","edlvffpl","edlvfdpt","edlvfdrs","edlvfdse","edlvfesi","edlvfdsk","emprf14","occf14b","eiscedm","edulvlmb","edlvmeat","edlvmebe","edlvmebg","edlvmdch","edlvmgcy","edlvmdcz","edumbde1","edumade2","edumade3","edlvmddk","edlvmdee","edlvmfes","edlvmdfi","edlvmdfr","edumcgb1","edumbgb2","edagemgb","edlvmehr","edlvmdhu","edlvmdie","edlvmdis","edlvmeit","edlvmdlt","edlvmdlv","edlvmdme","edlvmenl","edlvmdno","edlvmfpl","edlvmdpt","edlvmdrs","edlvmdse","edlvmesi","edlvmdsk","emprm14","occm14b","atncrse","anctry1","anctry2","region","regunit","frprtpl","gvintcz","poltran","ifredu","ifrjob","evfredu","evfrjob","fvgabc","infqbst","grspnum","grsplet","netinum","netilet","grspfr","netifr","frlgrsp","frlneti","occinfr","topinfr","btminfr","wltdffr","recskil","recexp","recknow","recimg","recgndr","sofrdst","sofrwrk","sofrpr","sofrprv","ppldsrv","jstprev","pcmpinj","ipcrtiv","imprich","ipeqopt","ipshabt","impsafe","impdiff","ipfrule","ipudrst","ipmodst","ipgdtim","impfree","iphlppl","ipsuces","ipstrgv","ipadvnt","ipbhprp","iprspot","iplylfr","impenv","imptrad","impfun","inwdds","inwmms","inwyys","inwshh","inwsmm","inwdde","inwmme","inwyye","inwehh","inwemm","inwtm","domain","prob","stratum","psu"
"ESS9e03_2",9,"3.2","23.11.2023",11269,"NL",0.9968743,1.1572586,0.8618326,0.9973632,30,5,60,5,5,7,2,2,1,2,1,5,5,5,5,7,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,2,5,8,5,5,5,8,8,2,1,5,1,5,3,2,3,77,5,6,8,5,2,3,2,2,2,3,7,5,2,66,,,,,,,,,,,,,,6666,,,,,,1,2,,,,,,,,,,,,,,17,,,,,,3,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"6666",1,"6666",6666,"FRY","000",2,1,"6666",1,"6666",2,1,,,2,6666,1982,1,1982,1,1984,1,2,1985,1986,2,2012,6,2,20,55,90,21,0,25,65,777,18,18,18,60,35,40,888,5,5,5,5,9,3,2,2,1,6,6,6,6,6,6,6,6,6,6,6,,,1962,56,1960,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,1,66,66,66,66,66,66,66,66,66,66,66,,,1,,1,2,66,,1,1,4,3,322,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,11,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,2,1,6,1,2,66666,8,8,25,1,25,86,2,9111,2,2,6,6,3,1,5,1,1,2,212,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,88,6,2221,1,20,88,8888,,,,,,,,,,,,,,,,,,,,,,,,,,8888,,,,,,,,1,88,1,113,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,66,2,11040,11060,"NL12",2,2,3,3,5,5,5,5,1,8,888888888,88,888888888,88,-2,-2,888888888,888888888,1,2,-4,1,3,3,4,2,1,2,2,2,2,4,2,2,2,4,2,3,2,2,3,2,4,2,2,2,4,3,5,3,5,2,2,5,2,28,9,2018,14,26,28,9,2018,15,24,56,,0.0002453884,2502,18201
"ESS9e03_2",9,"3.2","23.11.2023",11344,"NL",0.958546,1.1127638,0.8618326,0.9590161,75,1,6666,7,8,6,3,2,1,2,1,7,6,5,6,6,5,6,1,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,2,2,1,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,2,7,8,7,6,7,8,7,2,1,5,3,5,1,2,3,6,5,6,8,6,2,4,2,2,1,3,9,7,1,2,,,,,,,,,,,,,,3,,,,,,6,66,,,,,,,,,,,,,,6666,,,,,,5,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"6666",1,"6666",6666,"DUT","000",2,1,"6666",1,"6666",3,1,,,1,1958,1968,1,1968,1,1968,1,2,1969,1972,5,2002,2,1,16,55,70,24,28,28,0,21,18,20,18,888,25,35,0,3,4,4,2,9,8,2,2,1,6,6,6,6,6,6,6,6,6,6,6,,,1940,78,1939,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,1,66,66,66,66,66,66,66,66,66,66,66,,,1,,2,2,66,,1,1,4,4,312,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,12,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,2017,2,0,6,1,2,66666,10,10,666,2,80,47,5,5221,2,2,6,6,3,6,3,3,6,2,212,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,66,2,66666,6,666,1,113,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,4,1,113,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,66,2,11040,11048,"NL22",2,2,3,2,9,9,6,6,3,2,666666666,66,800,66,6,-2,666666666,888888888,-2,0,-2,8,3,3,2,4,3,3,2,2,4,3,2,4,1,5,2,5,3,2,2,2,2,2,1,2,3,2,5,1,2,2,2,2,2,6,11,2018,15,32,6,11,2018,21,21,101,,0.00025520046,2507,18992
"ESS9e03_2",9,"3.2","23.11.2023",11394,"NL",1.0348806,0.8546104,0.8618326,0.7365311,120,4,120,8,8,7,2,3,1,1,2,7,7,7,7,7,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,8,9,9,8,8,6,8,3,1,5,1,7,1,1,1,8,8,8,8,6,2,3,2,1,2,3,9,7,2,66,,,,,,,,,,,,,,6666,,,,,,1,2,,,,,,,,,,,,,,11,,,,,,7,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"6666",1,"6666",6666,"DUT","000",2,1,"6666",1,"6666",2,1,,,1,1956,1956,1,1969,1,1969,2,66,6666,6666,66,6666,6,2,17,60,80,20,25,25,65,20,18,18,18,55,20,45,65,1,3,4,4,9,4,1,1,6,6,6,6,6,6,6,6,6,6,6,6,,,1940,78,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,66,66,66,66,66,66,66,66,66,66,66,66,,,66,,2,2,5,,5,2,4,2,212,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,11,0,0,0,0,0,1,0,1,0,0,0,0,6,6,2,1,1987,1,66666,1,3,1,4,7,5,40,1,40,10,4,9216,2,1,2,2,3,4,2,1,66,66,6666,,,,,,,,,,,,,,,,,,,,,,,,,,6666,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,2,213,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,4,66,1,113,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,66,2,11040,555555,"NL11",2,4,4,3,8,4,8,7,2,2,666666666,66,1100,66,6,0,666666666,666666666,0,2,-3,-2,3,3,3,3,3,4,1,3,4,2,1,1,3,6,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,1,1,1,1,17,10,2018,15,5,17,10,2018,16,14,67,,0.0002363764,2480,18358
"ESS9e03_2",9,"3.2","23.11.2023",11444,"NL",1.0137978,1.2145389,0.8618326,1.0467293,15,4,45,5,8,4,3,3,2,2,2,9,10,10,10,8,88,8,2,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,2,8,9,10,10,9,10,2,2,4,2,8,3,3,3,7,6,8,8,5,0,3,2,2,3,2,10,9,1,6,,,,,,,,,,,,,,25,,,,,,6,66,,,,,,,,,,,,,,6666,,,,,,6,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"6666",2,"AF",1999,"DUT","PER",1,2,"AF",2,"AF",2,1,,,1,2002,1998,1,2014,2,6666,2,66,6666,6666,66,6666,6,1,18,40,63,18,28,30,62,25,18,25,30,55,21,40,60,3,2,2,3,9,8,3,1,1,2,6,6,6,6,6,6,6,6,6,6,,,1983,35,1970,1975,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,4,1,66,66,66,66,66,66,66,66,66,66,,,3,,6,2,6,,6,2,1,2,229,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,10,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6,6,6666,1,66666,1,4,1,5,8,6,35,1,35,10,4,9110,2,2,6,6,1,1,3,2,1,5,520,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,66,2,66666,6,666,2,213,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,2,4,2,213,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,3,66,1,24010,11040,"NL33",2,4,3,4,8,8,9,8,1,2,2100,66,1600,66,0,0,666666666,666666666,8,0,0,3,3,3,1,1,8,2,2,2,4,2,2,8,4,4,2,2,2,3,2,8,2,2,2,1,2,2,5,2,3,2,2,3,2,9,10,2018,16,15,9,10,2018,18,0,99,,0.00024129207,2512,18716
"ESS9e03_2",9,"3.2","23.11.2023",11481,"NL",0.96159035,0.6071823,0.8618326,0.52328956,45,5,120,8,9,9,2,2,1,2,1,6,9,8,6,6,5,8,2,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,6,5,9,8,6,9,6,8,4,1,5,1,7,2,2,2,7,7,5,9,6,3,2,2,1,2,3,9,8,2,66,,,,,,,,,,,,,,6666,,,,,,2,66,,,,,,,,,,,,,,6666,,,,,,6,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"6666",1,"6666",6666,"DUT","000",2,1,"6666",1,"6666",3,1,,,1,1968,1966,1,1975,1,1975,1,2,1983,1986,3,2011,6,2,22,50,75,25,25,30,65,16,22,22,25,55,30,50,65,5,5,5,5,9,10,2,1,2,6,6,6,6,6,6,6,6,6,6,6,,,1948,70,1949,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,1,66,66,66,66,66,66,66,66,66,66,66,,,1,,2,2,66,,1,1,4,7,710,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,14,0,0,0,0,0,1,0,1,0,0,0,0,8,8,2,1,2006,1,66666,1,3,1,26,10,10,40,1,70,50,4,3152,2,2,6,6,1,4,10,1,4,7,710,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,8,2,66666,6,666,5,520,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,1,1,2,213,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,3,66,2,11040,555555,"NL32",2,5,4,3,10,5,8,7,2,2,666666666,66,3500,66,6,0,666666666,666666666,0,0,0,0,4,3,3,3,3,4,2,1,5,3,1,3,3,5,3,5,1,4,3,3,4,4,1,2,3,1,2,1,2,1,1,2,3,31,10,2018,19,20,31,10,2018,20,38,76,,0.0002543925,2482,17761
"ESS9e03_2",9,"3.2","23.11.2023",11489,"NL",1.0077659,0.7874734,0.8618326,0.6786702,45,5,180,7,7,6,2,3,2,3,2,8,10,9,6,7,6,8,1,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,2,2,1,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,1,5,8,8,7,7,7,7,2,2,5,4,7,2,2,2,8,7,6,9,6,3,3,2,1,2,3,10,6,1,2,,,,,,,,,,,,,,3,,,,,,6,66,,,,,,,,,,,,,,6666,,,,,,9,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"6666",1,"6666",6666,"DUT","000",2,1,"6666",1,"6666",1,1,,,1,1997,1997,1,2000,1,2000,1,2,2001,2004,0,6666,6,2,18,40,70,25,25,28,70,20,20,20,20,60,30,40,80,2,2,2,4,9,3,4,1,2,2,2,6,6,6,6,6,6,6,6,6,,,1971,47,1972,2001,2004,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,1,2,2,66,66,66,66,66,66,66,66,66,,,1,,2,2,66,,1,6,4,6,610,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,16,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6,6,6666,1,66666,1,4,2,66666,9,8,40,1,42,62,4,2519,2,2,6,6,3,1,8,1,1,6,610,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,66,2,66666,6,666,6,610,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,1,2,2,213,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,3,66,1,11040,555555,"NL22",2,5,5,4,9,8,7,5,1,3,777777777,7,777777777,6,0,0,666666666,666666666,0,0,0,0,4,4,4,3,2,5,2,1,4,3,2,2,2,5,2,2,3,2,3,2,2,4,3,2,3,3,4,3,3,1,2,2,4,30,10,2018,12,24,30,10,2018,13,24,59,,0.0002427363,2472,18907
"ESS9e03_2",9,"3.2","23.11.2023",11493,"NL",0.9600277,1.114484,0.8618326,0.96049863,60,5,60,7,5,8,2,2,1,2,2,8,9,8,8,8,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,2,1,2,2,2,2,2,8,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,6,4,8,7,6,8,6,6,2,2,4,2,8,2,2,3,6,6,6,8,6,4,3,2,3,3,3,8,8,2,66,,,,,,,,,,,,,,6666,,,,,,2,66,,,,,,,,,,,,,,6666,,,,,,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"6666",1,"6666",6666,"DUT","000",2,1,"6666",1,"6666",2,1,,,1,1948,1955,1,1955,1,1954,1,2,1956,1961,2,1986,1,2,18,50,75,21,21,25,65,16,18,18,18,55,25,45,60,2,5,5,2,9,7,2,2,1,6,6,6,6,6,6,6,6,6,6,6,,,1931,87,1929,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,1,66,66,66,66,66,66,66,66,66,66,66,,,1,,2,2,66,,1,1,4,4,313,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,17,0,0,0,0,0,1,0,1,0,0,0,0,6,6,2,1,1990,1,66666,1,3,2,66666,0,7,40,1,40,82,4,3313,2,2,6,6,2,6,6,1,6,2,213,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,6,2,66666,6,666,1,113,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,6,1,113,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,66,1,11040,555555,"NL32",2,4,4,3,8,8,8,7,3,2,666666666,66,1250,66,6,0,666666666,666666666,-2,0,-2,2,3,3,2,4,3,4,2,2,4,4,2,3,4,5,2,3,2,5,2,2,3,3,2,2,2,2,4,2,2,2,2,2,2,29,9,2018,13,53,29,9,2018,14,56,61,,0.00025480657,2508,18811
"ESS9e03_2",9,"3.2","23.11.2023",11602,"NL",1.0046768,0.735927,0.8618326,0.6342459,20,5,30,8,8,7,2,3,1,3,1,6,8,6,7,7,7,5,1,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,2,2,2,2,1,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,6,2,8,5,6,8,8,9,1,1,5,1,7,1,1,1,8,6,6,8,6,4,1,2,1,1,2,6,7,2,66,,,,,,,,,,,,,,6666,,,,,,2,66,,,,,,,,,,,,,,6666,,,,,,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"6666",1,"6666",6666,"DUT","000",2,1,"6666",1,"6666",1,1,,,1,1987,1981,1,1990,1,2000,1,1,2000,6666,0,6666,6,1,21,45,80,0,0,0,65,17,18,18,20,888,25,42,0,5,5,5,4,9,7,1,2,6,6,6,6,6,6,6,6,6,6,6,6,,,1962,57,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,66,66,66,66,66,66,66,66,66,66,66,66,,,66,,1,1,4,,4,1,4,7,720,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,19,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,2,7,66666,9,9,28,1,28,86,4,2635,2,1,1,2,1,1,5,1,66,66,6666,,,,,,,,,,,,,,,,,,,,,,,,,,6666,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,3,321,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,1,6,2,213,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,3,66,1,11040,555555,"NL22",2,4,4,3,9,6,7,4,1,2,2680,66,2150,66,-2,-2,3000,2550,-2,3,-2,3,4,3,3,3,3,2,2,2,4,4,2,4,2,6,1,4,5,2,6,2,4,3,2,3,5,4,2,6,3,2,1,6,3,10,1,2019,15,22,10,1,2019,16,55,92,,0.00024348265,2503,17814
"ESS9e03_2",9,"3.2","23.11.2023",11619,"NL",1.0063189,0.78634274,0.8618326,0.6776958,60,5,90,7,7,7,3,3,1,3,1,6,88,7,6,6,88,6,2,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,2,3,8,7,7,8,5,6,2,2,4,2,88,1,1,1,7,7,8,8,4,3,2,2,2,2,3,7,6,2,66,,,,,,,,,,,,,,6666,,,,,,2,66,,,,,,,,,,,,,,6666,,,,,,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,"GB",1,"6666",6666,"DUT","000",2,2,"GB",1,"6666",2,1,,,1,1996,1996,1,1996,2,6666,1,2,2008,2012,66,6666,6,2,21,40,70,22,26,28,60,18,18,18,18,50,40,45,50,4,4,4,4,9,8,4,1,2,1,2,6,6,6,6,6,6,6,6,6,,,1980,38,1984,2008,2012,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,1,2,2,66,66,66,66,66,66,66,66,66,,,3,,6,2,2,,2,6,2,7,710,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,17,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6,6,6666,1,66666,1,3,2,66666,7,1,36,1,40,86,2,2221,2,2,6,6,1,1,9,1,1,7,710,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,8,6,5321,2,24,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,3,66,7,720,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,1,1,1,11040,11031,"NL33",2,5,4,3,10,10,10,10,1,2,4300,66,2700,66,1,0,4000,666666666,0,3,-3,3,4,2,3,1,1,2,4,2,4,4,2,3,3,5,2,5,4,3,3,2,2,3,2,2,5,3,5,2,5,2,2,2,3,5,10,2018,18,0,5,10,2018,18,55,54,,0.00024308533,2469,18681
"ESS9e03_2",9,"3.2","23.11.2023",11655,"NL",0.9968743,0.7302115,0.8618326,0.6293201,50,4,210,8,7,7,1,3,2,3,2,7,8,7,6,7,6,7,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,2,2,2,1,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,3,8,6,6,7,7,8,2,2,5,2,5,2,2,2,6,7,5,8,4,5,8,2,2,2,2,8,6,2,66,,,,,,,,,,,,,,6666,,,,,,2,66,,,,,,,,,,,,,,6666,,,,,,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"6666",1,"6666",6666,"FRY","000",2,1,"6666",1,"6666",3,88,,,1,1974,1982,1,1979,1,1983,1,1,1987,6666,0,6666,6,1,18,50,75,22,27,28,63,16,17,17,17,60,30,40,63,4,4,4,4,9,3,2,2,1,6,6,6,6,6,6,6,6,6,6,6,,,1957,61,1953,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,1,66,66,66,66,66,66,66,66,66,66,66,,,1,,1,2,66,,1,1,4,7,720,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,29,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6,6,6666,1,66666,1,2,1,3,8,7,22,1,22,85,4,4229,2,1,2,2,1,1,7,1,1,6,610,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,66,2,66666,6,666,2,213,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,3,66,3,321,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,3,66,1,11040,11048,"NL12",2,3,3,3,8,7,6,5,1,2,888888888,2,1350,66,0,0,666666666,666666666,0,1,-3,2,4,3,3,3,2,2,2,2,4,4,3,4,4,6,2,4,4,3,4,3,4,5,2,3,4,5,5,4,3,2,2,3,2,29,10,2018,12,51,29,10,2018,14,4,71,,0.0002453884,2502,18241
