noise_std,mean,std,count
0.3,0.12791296903387325,0.12762295336697868,11136
0.3,0.13286722525263217,0.12889896669308978,24000
0.0,0.07938830237369646,0.1443354498702061,19008
0.3,0.1488752007048571,0.13667133970865913,4992
0.0,0.08924616548408824,0.14644372133780229,21120
0.15,0.0780946205599782,0.08159343636726171,2880
0.15,0.10956459165515614,0.13863047857078442,24000
0.1,0.09478795949707933,0.13389264920222824,10752
0.15,0.11491924270621104,0.13466631700689188,13248
0.1,0.10069643753659539,0.13678273142961594,24000
0.05,0.0871559079196605,0.1405528753332237,18624
0.1,0.1130062911657949,0.14628373847357967,5376
0.05,0.0972654708848052,0.14160070409704872,21504
0.25,0.09216897825683959,0.08021715775548349,2496
0.25,0.12428191825129435,0.13420054952167354,24000
0.2,0.11144678230368062,0.12926253943846358,10368
0.25,0.1326405354605074,0.13074102170639043,13632
0.2,0.11572272294207464,0.1302050129188391,24000
0.2,0.13267102844208395,0.14309298057710781,5760
0.3,0.1280921089249079,0.1314209773969152,18240
0.0,0.062342508767988344,0.09436003200079195,2112
0.3,0.13719690711920246,0.12851258121990045,21888
0,0.0820589157417681,0.14689858785263413,24000
0.0,0.0922381927955744,0.14900033213066277,14016
0.15,0.10191746208845243,0.12936232288899358,9984
0.15,0.10756158038431243,0.13319061984568392,24000
0.1,0.09679027202829264,0.13871149856108955,17856
0.15,0.1253523989503255,0.14550312105222304,6144
0.1,0.1040747850421882,0.13625758997508416,22272
